file,line,end_line,function,is_test
python/tests/test_v82_release_contract.py,1192,1250,test_release_manifest_verifier_checks_hashes_and_complete_inventory,True
python/tests/test_v82_release_contract.py,1253,1277,test_release_manifest_verifier_separates_v821_from_historical_v820,True
python/tests/test_v82_release_contract.py,93,95,fail_device,True
python/tests/test_v82_release_contract.py,118,129,isolate,True
python/tests/test_v82_release_contract.py,148,152,split_oom,True
python/tests/test_v82_release_contract.py,163,165,singleton_oom,True
python/tests/test_v82_release_contract.py,178,189,run_model,True
python/tests/test_v82_release_contract.py,213,215,fail,True
python/tests/test_v82_release_contract.py,862,867,run,True
python/tests/test_v82_release_contract.py,959,967,run,True
python/tests/test_v82_release_contract.py,1028,1038,run,True
python/tests/test_v82_release_contract.py,1115,1126,fake_run_model,True
python/tests/test_v82_release_contract.py,1159,1163,typed_trial_failure,True
python/tests/test_vmin_search.py,51,61,_reference_row,True
python/tests/test_vmin_search.py,64,100,test_vmin_bracketed_search_reports_conservative_igniting_bound,True
python/tests/test_vmin_search.py,103,132,test_vmin_right_censor_when_reference_does_not_ignite,True
python/tests/test_vmin_search.py,18,19,poll,True
python/tests/test_vmin_search.py,23,24,__init__,True
python/tests/test_vmin_search.py,26,28,prepare_case,True
python/tests/test_vmin_search.py,30,31,launch_prepared_case,True
python/tests/test_vmin_search.py,33,48,collect_prepared_case,True
python/validate_bc_global_pipeline.py,38,42,_load_yaml,False
python/validate_bc_global_pipeline.py,45,76,_write_reports,False
python/validate_bc_global_pipeline.py,79,85,_sanitise_runtime_text,False
python/validate_bc_global_pipeline.py,88,366,main,False
python/validate_bc_global_pipeline.py,20,21,__init__,False
python/validate_bc_global_pipeline.py,23,31,check,False
python/validate_bc_global_pipeline.py,34,35,passed,False
python/validate_hybrid_a100_cpu48.py,23,42,_make_mask,False
python/validate_hybrid_a100_cpu48.py,45,46,_rel,False
python/validate_hybrid_a100_cpu48.py,49,172,main,False
python/validate_multicomponent_surface_pairs.py,26,172,main,False
python/validate_potential_precision.py,21,80,_solve,False
python/validate_potential_precision.py,83,115,main,False
python/verify_release_manifest.py,22,39,_included,False
python/verify_release_manifest.py,42,54,_default_manifest,False
python/verify_release_manifest.py,57,76,_read_manifest,False
python/verify_release_manifest.py,79,141,verify,False
python/verify_release_manifest.py,144,160,main,False
